,FileName,Dataset,Label,y_pred0_0,y_pred0_1,y_pred1,pred1_label,pred0_label
0,mw2_0018,mw2,1,0.208265912168566,0.7917340878314342,1.0,1,1
1,mw2_0029,mw2,1,0.8421612358814216,0.15783876411857828,0.996346652507782,1,0
2,mw2_0003,mw2,1,0.5508574776601719,0.449142522339828,0.999997615814209,1,0
3,mw2_0032,mw2,1,0.4676786868226434,0.5323213131773565,0.9439274668693542,1,1
4,mw2_0001,mw2,1,0.8136120963402963,0.18638790365970387,0.7739899158477783,1,0
5,mw2_0047,mw2,1,0.7755766509349071,0.2244233490650927,0.9947492480278015,1,0
6,mw2_0016,mw2,1,0.729504094202523,0.2704959057974769,1.0,1,0
7,mw2_0033,mw2,1,0.6308638598343461,0.36913614016565377,0.9675480723381042,1,0
8,mw2_0028,mw2,1,0.8888975786573511,0.11110242134264878,0.07717033475637436,0,0
9,mw2_0045,mw2,1,0.3038142188637061,0.6961857811362937,0.999946117401123,1,1
10,mw2_0049,mw2,1,0.615534045795312,0.3844659542046878,0.9999996423721313,1,0
11,mw2_0010,mw2,1,0.5808076896038304,0.41919231039616955,0.12335424870252609,0,0
12,mw2_0006,mw2,1,0.7484675944853436,0.2515324055146564,0.9999996423721313,1,0
13,mw2_0044,mw2,1,0.44262517537231155,0.5573748246276885,0.9992456436157227,1,1
14,mw2_0023,mw2,1,0.7216434623352049,0.27835653766479496,0.9999897480010986,1,0
15,mw2_0040,mw2,1,0.6162613355657308,0.38373866443426896,0.9999340772628784,1,0
16,mw2_0035,mw2,1,0.48900399288317764,0.5109960071168222,0.9785090088844299,1,1
17,mw2_0036,mw2,1,0.8172613736509673,0.1827386263490326,7.311066292459145e-05,0,0
18,mw2_0017,mw2,1,0.5424853937489629,0.4575146062510372,0.9999405145645142,1,0
19,mw2_0037,mw2,1,0.5989347068114631,0.4010652931885369,0.9917532205581665,1,0
20,mw2_0041,mw2,1,0.5126487163437822,0.4873512836562179,0.9999626874923706,1,0
21,mw2_0014,mw2,1,0.8631981575222548,0.1368018424777449,0.06069718301296234,0,0
22,mw2_0002,mw2,1,0.8171179406017046,0.18288205939829524,5.264238643576391e-05,0,0
23,mw2_0048,mw2,1,0.3743049568818304,0.6256950431181697,0.9999995231628418,1,1
24,mw2_0025,mw2,1,0.2972750960548023,0.7027249039451978,0.916069746017456,1,1
25,mw2_0009,mw2,1,0.5158761140271798,0.48412388597282024,0.4762754440307617,1,0
26,mw2_0020,mw2,1,0.6772125240919606,0.322787475908039,0.9961550831794739,1,0
27,mw2_0000,mw2,1,0.3038142188637061,0.6961857811362937,0.999946117401123,1,1
28,mw2_0005,mw2,1,0.5272838912894755,0.47271610871052444,0.39905595779418945,1,0
29,mw2_0031,mw2,1,0.6532705980677838,0.34672940193221585,0.9961550831794739,1,0
30,mw2_0021,mw2,1,0.7076737461227733,0.2923262538772264,0.9961550831794739,1,0
31,mw2_0013,mw2,1,0.602837627483835,0.397162372516165,0.9961550831794739,1,0
32,mw2_0022,mw2,1,0.6020957371590135,0.39790426284098646,0.997438907623291,1,0
33,mw2_0042,mw2,1,0.4782821793679162,0.5217178206320837,0.9970909357070923,1,1
34,mw2_0024,mw2,1,0.44262517537231155,0.5573748246276885,0.9992456436157227,1,1
35,mw2_0027,mw2,1,0.8387973178957785,0.1612026821042215,0.9999985694885254,1,0
36,mw2_0038,mw2,1,0.4643870830516375,0.5356129169483627,0.9663986563682556,1,1
37,mw2_0012,mw2,1,0.23853974619880872,0.7614602538011916,0.9950405955314636,1,1
38,mw2_0039,mw2,1,0.7440721635624095,0.2559278364375908,0.9985746145248413,1,0
39,mw2_0026,mw2,1,0.4937826852576724,0.5062173147423276,0.9884337782859802,1,1
40,mw2_0008,mw2,1,0.6955737574140883,0.3044262425859116,0.9999982118606567,1,0
41,mw2_0046,mw2,1,0.4563506722668507,0.5436493277331492,0.9975007176399231,1,1
42,mw2_0043,mw2,1,0.47815575851251063,0.5218442414874894,0.9971478581428528,1,1
43,mw2_0004,mw2,1,0.5346344668819243,0.46536553311807566,0.9945458173751831,1,0
44,mw2_0019,mw2,1,0.6688540899976856,0.33114591000231414,0.9979002475738525,1,0
45,mw2_0030,mw2,1,0.8030955324828467,0.19690446751715313,0.9999997615814209,1,0
46,mw2_0007,mw2,1,0.2877187797071474,0.7122812202928523,1.0,1,1
47,mw2_0015,mw2,1,0.8659152413100857,0.13408475868991462,0.9999923706054688,1,0
48,mw2_0011,mw2,1,0.6727776550388777,0.32722234496112224,0.9961550831794739,1,0
49,mw2_0034,mw2,1,0.38797279416035935,0.6120272058396407,0.9856858253479004,1,1
50,gw2_0003,gw2,0,0.8504044331118316,0.14959556688816877,0.010278488509356976,0,0
51,gw2_0001,gw2,0,0.6455347297172128,0.35446527028278707,0.7822961807250977,1,0
52,gw2_0016,gw2,0,0.8954173139255946,0.1045826860744054,0.0003155927115585655,0,0
53,gw2_0010,gw2,0,0.839721046238585,0.16027895376141493,0.9999843835830688,1,0
54,gw2_0006,gw2,0,0.7037977896093688,0.29620221039063144,0.09030298888683319,0,0
55,gw2_0014,gw2,0,0.8463156671251353,0.15368433287486483,0.9269877672195435,1,0
56,gw2_0002,gw2,0,0.7926175794771844,0.2073824205228156,0.00040656010969541967,0,0
57,gw2_0009,gw2,0,0.8588157053732739,0.14118429462672627,0.07146076112985611,0,0
58,gw2_0000,gw2,0,0.7756405826216618,0.22435941737833823,0.817315399646759,1,0
59,gw2_0005,gw2,0,0.677174872391667,0.32282512760833315,0.040633197873830795,0,0
60,gw2_0013,gw2,0,0.9063310515287394,0.09366894847126092,0.7393824458122253,1,0
61,gw2_0012,gw2,0,0.8662978693674599,0.13370213063254044,0.011824180372059345,0,0
62,gw2_0008,gw2,0,0.7745401502345132,0.22545984976548678,0.9999616146087646,1,0
63,gw2_0004,gw2,0,0.9532178953132312,0.046782104686769126,0.9564564228057861,1,0
64,gw2_0007,gw2,0,0.9276819738295725,0.07231802617042744,0.045557789504528046,0,0
65,gw2_0015,gw2,0,0.6894381697799099,0.3105618302200897,0.9999053478240967,1,0
66,gw2_0011,gw2,0,0.8256429747894726,0.17435702521052768,0.01736738719046116,0,0
67,mw6_018,mw6,1,0.6435381478079364,0.3564618521920636,5.152537951857994e-09,0,0
68,mw6_005,mw6,1,0.3131382471712199,0.6868617528287804,0.5821822881698608,1,1
69,mw6_029,mw6,1,0.19807415371207532,0.8019258462879248,0.024449273943901062,0,1
70,mw6_007,mw6,1,0.18706987180483545,0.8129301281951645,0.9722016453742981,1,1
71,mw6_024,mw6,1,0.22144329928796494,0.7785567007120348,0.9987512826919556,1,1
72,mw6_025,mw6,1,0.4399538067983924,0.5600461932016075,0.9867401719093323,1,1
73,mw6_004,mw6,1,0.953352365981867,0.04664763401813283,1.3973007639833668e-07,0,0
74,mw6_003,mw6,1,0.27061873074018356,0.7293812692598165,3.796825694735162e-06,0,1
75,mw6_011,mw6,1,0.30597028202412135,0.6940297179758785,0.14578887820243835,0,1
76,mw6_021,mw6,1,0.136440481726047,0.863559518273953,0.9995976090431213,1,1
77,mw6_008,mw6,1,0.26975789905797265,0.7302421009420276,0.07582813501358032,0,1
78,mw6_015,mw6,1,0.32425669962603637,0.6757433003739641,0.9996923208236694,1,1
79,mw6_013,mw6,1,0.6413835861185814,0.3586164138814184,3.0047371524233313e-07,0,0
80,mw6_001,mw6,1,0.2592572324808562,0.7407427675191439,0.9999873638153076,1,1
81,mw6_017,mw6,1,0.27840627684185304,0.721593723158147,0.9993590712547302,1,1
82,mw6_019,mw6,1,0.23761930245869586,0.7623806975413042,0.9976473450660706,1,1
83,mw6_010,mw6,1,0.28808298447770464,0.7119170155222955,0.9999648332595825,1,1
84,mw6_009,mw6,1,0.23198896226666915,0.7680110377333313,0.9935809373855591,1,1
85,mw6_020,mw6,1,0.1005876367780334,0.8994123632219666,0.9999972581863403,1,1
86,mw6_014,mw6,1,0.39382097457874876,0.6061790254212512,0.9640805125236511,1,1
87,mw6_006,mw6,1,0.4445215095823247,0.5554784904176754,0.3840762674808502,1,1
88,mw6_026,mw6,1,0.4736696801779484,0.5263303198220516,0.8853381276130676,1,1
89,mw6_016,mw6,1,0.3380031995607724,0.6619968004392276,4.3214890865783673e-07,0,1
90,mw6_012,mw6,1,0.24845940452119247,0.7515405954788076,0.9992534518241882,1,1
91,mw6_028,mw6,1,0.2909337920268612,0.7090662079731385,1.0264875527354889e-06,0,1
92,mw6_022,mw6,1,0.9641032643532236,0.03589673564677588,4.411471632437269e-09,0,0
93,mw6_002,mw6,1,0.6659312905446437,0.3340687094553566,1.9220949809550802e-07,0,0
94,mw6_027,mw6,1,0.5871469090730854,0.4128530909269146,7.309155591883609e-08,0,0
95,mw6_023,mw6,1,0.4758461082063711,0.5241538917936289,0.0036313964519649744,0,1
96,mw7_0018,mw7,1,0.21576200055046701,0.7842379994495328,0.0028312436770647764,0,1
97,mw7_0029,mw7,1,0.7850080314493947,0.2149919685506055,1.6894681209578266e-08,0,0
98,mw7_0003,mw7,1,0.7725926797846747,0.22740732021532556,0.0012896641856059432,0,0
99,mw7_0032,mw7,1,0.088527381853793,0.911472618146207,0.5008026361465454,1,1
100,mw7_0001,mw7,1,0.30884596765470607,0.6911540323452938,0.9999804496765137,1,1
101,mw7_0047,mw7,1,0.3025490256008463,0.6974509743991542,0.9856352806091309,1,1
102,mw7_0016,mw7,1,0.5428531137949354,0.4571468862050645,0.5059838891029358,1,0
103,mw7_0033,mw7,1,0.946115743297803,0.05388425670219718,0.10220177471637726,0,0
104,mw7_0028,mw7,1,0.03229067310922807,0.9677093268907718,0.9564820528030396,1,1
105,mw7_0045,mw7,1,0.12944501070397954,0.8705549892960205,0.40478581190109253,1,1
106,mw7_0049,mw7,1,0.4392262416428234,0.5607737583571766,4.291086384000664e-07,0,1
107,mw7_0010,mw7,1,0.24736248557756355,0.7526375144224366,0.991020143032074,1,1
108,mw7_0006,mw7,1,0.10456188323324385,0.895438116766756,0.5206419229507446,1,1
109,mw7_0044,mw7,1,0.4539825932451888,0.5460174067548113,0.9939848780632019,1,1
110,mw7_0023,mw7,1,0.6174625226567201,0.3825374773432799,0.007301343604922295,0,0
111,mw7_0040,mw7,1,0.2631650105661325,0.7368349894338674,0.9940124154090881,1,1
112,mw7_0035,mw7,1,0.5471202615958642,0.4528797384041357,0.9992133378982544,1,0
113,mw7_0036,mw7,1,0.22714873041029013,0.7728512695897097,0.9509678483009338,1,1
114,mw7_0017,mw7,1,0.14570521715051352,0.8542947828494867,0.5008026361465454,1,1
115,mw7_0037,mw7,1,0.31701005581552666,0.6829899441844735,0.00013465440133586526,0,1
116,mw7_0041,mw7,1,0.41111247808891066,0.5888875219110894,0.9954701662063599,1,1
117,mw7_0014,mw7,1,0.8424927952418058,0.15750720475819416,0.09449287503957748,0,0
118,mw7_0002,mw7,1,0.1115192951625283,0.8884807048374713,0.8927353024482727,1,1
119,mw7_0048,mw7,1,0.15363596796112686,0.8463640320388732,0.5008026361465454,1,1
120,mw7_0025,mw7,1,0.03736608705127796,0.9626339129487219,0.876300573348999,1,1
121,mw7_0009,mw7,1,0.6585948457546981,0.3414051542453016,0.28030169010162354,0,0
122,mw7_0020,mw7,1,0.5924909303972355,0.40750906960276445,1.753659404357677e-07,0,0
123,mw7_0000,mw7,1,0.3631997158866563,0.6368002841133439,0.998691737651825,1,1
124,mw7_0005,mw7,1,0.2616551007258057,0.7383448992741942,0.05982734262943268,0,1
125,mw7_0031,mw7,1,0.14990261954479508,0.8500973804552051,0.963596522808075,1,1
126,mw7_0021,mw7,1,0.21695679765757142,0.7830432023424285,0.9966341853141785,1,1
127,mw7_0013,mw7,1,0.5748222098298649,0.42517779017013496,0.9987731575965881,1,0
128,mw7_0022,mw7,1,0.5343942297803886,0.46560577021961147,0.9997099041938782,1,0
129,mw7_0042,mw7,1,0.21258699533436076,0.7874130046656395,0.5293253064155579,1,1
130,mw7_0024,mw7,1,0.38018271805930204,0.6198172819406981,0.9649605751037598,1,1
131,mw7_0027,mw7,1,0.13783643091879397,0.8621635690812057,6.5156655182363465e-06,0,1
132,mw7_0038,mw7,1,0.38649055097849905,0.613509449021501,0.97646164894104,1,1
133,mw7_0012,mw7,1,0.6593538017276045,0.3406461982723956,0.000359696161467582,0,0
134,mw7_0039,mw7,1,0.39826538888015955,0.6017346111198404,0.8934547305107117,1,1
135,mw7_0026,mw7,1,0.3690908197426072,0.630909180257393,0.7619067430496216,1,1
136,mw7_0008,mw7,1,0.9629621634744319,0.03703783652556824,0.9999992847442627,1,0
